OBJECTID,the_geom,Borough,Block,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_Altern,DesDate,LandmarkTy,URL_REPORT
29,"MULTIPOLYGON (((-74.09170246023098 40.64128613947277, -74.0920832545181 40.64122183800279, -74.09245263921557 40.64115946254968, -74.09245538072786 40.64116888427594, -74.09245830682733 40.64118013300661, -74.09246022160706 40.641188417141535, -74.09246190683356 40.641196548372825, -74.0924636448792 40.64120611228714, -74.09246534378674 40.64121729086334, -74.0924664449653 40.641226235732695, -74.09246771025302 40.64124014503079, -74.09246844910265 40.64125464008948, -74.0924685406221 40.64127290974336, -74.09246766337327 40.64129162413204, -74.09246635529514 40.64130570029421, -74.09246409195227 40.64132228877166, -74.09246138063446 40.64133722245551, -74.09245722843413 40.64135144228577, -74.0924524258435 40.641366377650755, -74.09244693607349 40.641381926821296, -74.09243998602938 40.64139983292285, -74.09243220298687 40.64141805757663, -74.09242249752918 40.64143870707126, -74.09240958810143 40.64146343849026, -74.09239491907232 40.64148865670119, -74.09237937962823 40.64151279048421, -74.09236292633874 40.64153606410299, -74.09234729649823 40.64155639956546, -74.09232726333104 40.64158037575695, -74.09231221598868 40.64159707895433, -74.09230003357891 40.64160987970301, -74.09228307839962 40.641626741118074, -74.09226358213017 40.641644899515526, -74.09224453648447 40.641661508655694, -74.09221967706445 40.6416816930124, -74.09219753421034 40.64169839918294, -74.09217353202936 40.641715293246904, -74.0921512881635 40.641729922892964, -74.09212759841326 40.64174450686606, -74.09210246263483 40.6417589416057, -74.09207679387616 40.641772661754665, -74.0920495655071 40.64178616612124, -74.09202525040823 40.64179737182698, -74.09200100278021 40.64180778861904, -74.09197391013804 40.641818578695265, -74.09194984950825 40.64182744553406, -74.09192387961883 40.64183629588361, -74.09190061835909 40.6418436095786, -74.09187104230148 40.64185210619263, -74.09170246023098 40.64128613947277)))",SI,63,50,1 Pendleton Place,5000630050,1 Pendleton Place House,LP-02189,"Borough of Staten Island Tax Map Block 63, Lot 50",,03/14/2006 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2189.pdf
30,"MULTIPOLYGON (((-74.08141670825545 40.6379837236263, -74.0814195609408 40.63797229041686, -74.08168032560047 40.63793574252179, -74.08169198281982 40.63793410970425, -74.08170084658202 40.637933348771796, -74.08171291255002 40.637933432051135, -74.08172630776559 40.637934928199535, -74.0817393986327 40.637937909518705, -74.08175251999769 40.63794262611512, -74.08176343181394 40.637948165554505, -74.08177539449284 40.637956565194855, -74.08178461666374 40.63796563316724, -74.08179057729387 40.63797367056339, -74.08179510457985 40.637982167343075, -74.08179768796133 40.6379892886116, -74.08179931063005 40.63799669422705, -74.08179989832306 40.638003591785385, -74.08179948020795 40.63801159589673, -74.08179091730386 40.63804275184439, -74.08141670825545 40.6379837236263)))",SI,25,1,417 Westervelt Avenue,5000250001,"417 Westervelt Avenue House, Horton's Row",LP-02382,"Borough of Staten Island Tax Map Block 25, Lot 1.",,09/15/2009 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2382.pdf
31,"MULTIPOLYGON (((-74.14187688442244 40.575157665082365, -74.14226251989099 40.57506124618288, -74.14220203294369 40.57480302061644, -74.1424150426362 40.57477574368233, -74.14240211825096 40.574720573693845, -74.14264165502054 40.57468989908984, -74.14270072523666 40.574942070154655, -74.1425980770606 40.57496856770613, -74.14266178969292 40.57524054728616, -74.14193943109562 40.575424687300746, -74.14187688442244 40.575157665082365)))",SI,2286,18,48 Manor Court,5022860018,"William and Catherine Cass House, The Crimson Beech",LP-01773,"Borough of Staten Island Tax Map Block 2286, Lot 18.",,08/14/1990 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1773.pdf
32,"MULTIPOLYGON (((-74.09895825709485 40.644647827050335, -74.09892577605385 40.64422421499862, -74.0990405031208 40.64421868612299, -74.09928595987185 40.64420685597677, -74.0992880624516 40.64423425694501, -74.09932234826248 40.64468139608824, -74.09924393229593 40.64467623807693, -74.09914410033072 40.6446680331118, -74.09905892655961 40.64465957409573, -74.09895825709485 40.644647827050335)))",SI,70,24,806 Richmond Terrace,5000700024,Tysen-Neville House,LP-00334,"Borough of Richmond Tax Map Block 70, Lot 24.",also known as the Neville House and the Old Stone Jug,11/15/1967 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0334.pdf
33,"MULTIPOLYGON (((-74.08138906240674 40.63809448993766, -74.08140235891601 40.63804121482063, -74.08177517783434 40.638100025247724, -74.08176059403226 40.63815309690519, -74.08138906240674 40.63809448993766)))",SI,25,4,413 Westervelt Avenue,5000250004,"413 Westervelt Avenue House, Horton's Row",LP-02378,"Borough of Staten Island Tax Map Block 25, Lot 4.",,09/15/2009 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2378.pdf
34,"MULTIPOLYGON (((-74.08158270021346 40.64017391404484, -74.08155910376699 40.64007670175709, -74.08186728328101 40.64003337852884, -74.08190041321687 40.64017020409479, -74.08159231346477 40.640213515647424, -74.08158270021346 40.64017391404484)))",SI,27,5,327 Westervelt Avenue,5000270005,Vanderzee-Harper House,LP-02349,"Borough of Staten Island Tax Map Block 27, Lot 5",,11/17/2009 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2349.pdf
35,"MULTIPOLYGON (((-74.11770440614256 40.62533356358456, -74.11773631190341 40.625313092695556, -74.11805215262103 40.62511044971132, -74.1181949285507 40.62520991682375, -74.118314064679 40.62530138985167, -74.1179325225335 40.6255470377949, -74.11770440614256 40.62533356358456)))",SI,314,1,665 Clove Road,5003140001,Mark W. Allen House,LP-02190,"Borough of Richmond Tax Map Block 314, Lot 1.",,06/13/2006 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2190.pdf
36,"MULTIPOLYGON (((-74.08140235891601 40.63804121482063, -74.08141670825545 40.6379837236263, -74.08179091730386 40.63804275184439, -74.08177517783434 40.638100025247724, -74.08140235891601 40.63804121482063)))",SI,25,3,415 Westervelt Avenue,5000250003,"415 Westervelt Avenue House, Horton's Row",LP-02381,"Borough of Staten Island Tax Map Block 25, Lot 3.",,09/15/2009 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2381.pdf
37,"MULTIPOLYGON (((-74.07583998709488 40.642850781606406, -74.0765201471332 40.642546970633724, -74.07692938468588 40.64309406161245, -74.07624800497476 40.64338696601142, -74.07583998709488 40.642850781606406)))",SI,7,12,12-24 Richmond Terrace,5000070012,Richmond County Courthouse,LP-01206,"Borough of Staten Island Tax Map Block 7, Lot 12.",,03/23/1982 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1206.pdf
38,"MULTIPOLYGON (((-74.07400854157191 40.61490578976081, -74.07425689485017 40.615231400354865, -74.07361666123815 40.61550508432238, -74.07353092148405 40.61540737411656, -74.0735058552651 40.61537123061984, -74.07337657307245 40.615179895728026, -74.07400854157191 40.61490578976081)))",SI,2966,32,420 Tompkins Avenue,5029660032,Garibaldi-Meucci Museum,LP-00377,"Borough of Richmond Tax Map Block 2966, Lot 32.",,05/25/1967 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0377.pdf
39,"MULTIPOLYGON (((-74.10499851718416 40.59832843409082, -74.10552443455657 40.59815913131556, -74.10584531397569 40.59809688923978, -74.10594999886582 40.59811325973926, -74.10594395466566 40.59815117283117, -74.10594200682685 40.59820572381306, -74.10594219823884 40.59825339192567, -74.1059498444865 40.59833909666331, -74.10514567350103 40.59860472680433, -74.10499851718416 40.59832843409082)))",SI,866,377,103 Circle Road,5008660377,Gillett-Tyler House,LP-02231,"Borough of Staten Island Tax Map Block 866, Lot 377 (Tentative Lot 377, approved April 4, 2007)",,10/30/2007 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2231.pdf
40,"MULTIPOLYGON (((-74.13549435686153 40.616141509757696, -74.13559734235488 40.61576101507145, -74.13586102687555 40.61580529126593, -74.13583170065647 40.61591363889864, -74.1358025491206 40.61602134784615, -74.13577546533655 40.61612141341437, -74.13575880286734 40.61618297746186, -74.13549435686153 40.616141509757696)))",SI,439,45,308 Saint John Avenue,5004390045,Peter Housman House,LP-00345,"Borough of Richmond Tax Map Block 439, Lot 45.",,10/13/1970 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0345.pdf
41,"MULTIPOLYGON (((-74.08124549740958 40.63296210662557, -74.08142297902033 40.63274606169064, -74.08117963486285 40.6326969068935, -74.08093136791253 40.63264675637012, -74.08074325541047 40.632546599552825, -74.08072956261066 40.632426194382255, -74.08075581567478 40.632303461232304, -74.08088726311209 40.632214756799264, -74.0810514615029 40.632133888868495, -74.08107518817611 40.632130083654246, -74.08123141874367 40.6321050271892, -74.0813820298181 40.632080869605836, -74.08158921755447 40.63222085534196, -74.08180612183976 40.63196796856955, -74.08182983814613 40.631990495303526, -74.08161833508186 40.63223708545463, -74.0817981242969 40.632393206858694, -74.08165992639653 40.632561432110954, -74.08131919280018 40.63297620259222, -74.08124549740958 40.63296210662557)))",SI,571,242,141 Nixon Avenue,5005710242,Caleb T. Ward Mansion,LP-01002,"Borough of Staten Island Tax Map Block 571, Lot 242.",,08/22/1978 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1002.pdf
42,"MULTIPOLYGON (((-74.14358232411233 40.571746327812, -74.14352253933376 40.57143938533434, -74.14398478645033 40.57138222503404, -74.14406305166456 40.571916455740805, -74.1440617416853 40.57193164565276, -74.14405677842691 40.57194655738094, -74.14404916535669 40.57195939131641, -74.1440372260207 40.57197256837319, -74.14401555602 40.571987562282, -74.1439919100789 40.57199698530897, -74.14396907308046 40.572001476037705, -74.14363995402435 40.572042203681654, -74.14358232411233 40.571746327812)))",SI,4437,26,249 Center Street,5044370026,Stephens-Prier House,LP-02022,"Borough of Staten Island Tax Map Block 4437, Lot 26.",,05/25/1999 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2022.pdf
43,"MULTIPOLYGON (((-74.13087295076919 40.637619355824484, -74.13105583798162 40.63737031860417, -74.13138585124922 40.63751178467735, -74.13120269040405 40.63776070746537, -74.13087295076919 40.637619355824484)))",SI,1007,26,75 Bennett Street,5010070026,"New York Public Library, Port Richmond Branch",LP-01997,"Borough of Staten Island Tax Map Block 1007, Lot 26",,10/13/1998 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1997.pdf
45,"MULTIPOLYGON (((-74.23882851634582 40.53444800900725, -74.23883859957341 40.534389221191596, -74.23890516325761 40.534291511085826, -74.23955858322125 40.534374107829485, -74.23959232653417 40.53437806729227, -74.23955834771223 40.534539563751544, -74.23952359612983 40.53453587203874, -74.23882851634582 40.53444800900725)))",SI,7590,131,71-73 Kreischer Street,5075900131,Kreischerville Workers' Houses,LP-01870,"Borough of Staten Island Tax Map Block 7590, Lot 131 and the portions of the sidewalk and tree lawn immediately adjacent to these buildings, extending to the roadbed of Kreischer Street.",,07/26/1994 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1870.pdf
46,"MULTIPOLYGON (((-74.20058939151117 40.54291985864233, -74.20152571373433 40.54265390390374, -74.20165491884393 40.542904496076765, -74.2018229082454 40.54285643235675, -74.20214476954897 40.54356927805172, -74.20101897561865 40.54391584012083, -74.20076538323859 40.543348180455496, -74.20058939151117 40.54291985864233)))",SI,6110,1,1075 Woodrow Road,5061100001,Woodrow United Methodist Church,LP-00385,"Borough of Richmond Tax Map Block 6110, Lot 1.",,11/15/1967 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0385.pdf
47,"MULTIPOLYGON (((-74.10773433696116 40.584001833939645, -74.10779418051199 40.58395204095123, -74.10799021756057 40.58378892769596, -74.10823632980588 40.5839894076791, -74.10802892262909 40.58415967229974, -74.10798114766251 40.58419889091762, -74.10796623035993 40.5841869801932, -74.10773433696116 40.584001833939645)))",SI,897,1,1929 Richmond Road,5008970001,Ernest Flagg Estate Cottage: McCall's Demonstration House,LP-01407,"Borough of Staten Island Tax Map Block 897, Lot 1.",,02/10/1987 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1407.pdf
48,"MULTIPOLYGON (((-74.23880532061537 40.534583256648766, -74.23882851634582 40.53444800900725, -74.23952359612983 40.53453587203874, -74.23955834771223 40.534539563751544, -74.23953079154036 40.53467494581364, -74.23949450471622 40.534670374774706, -74.23880532061537 40.534583256648766)))",SI,7590,134,75-77 Kreischer Street,5075900134,Kreischerville Workers' Houses,LP-01871,"Borough of Staten Island Tax Map Block 7590, Lot 134 and the portions of the sidewalk and tree lawn immediately adjacent to these buildings, extending to the roadbed of Kreischer Street.",,07/26/1994 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1871.pdf
49,"MULTIPOLYGON (((-74.19604893918202 40.513519057112205, -74.19606615241156 40.513437576468114, -74.19607473862892 40.513396927133435, -74.19608394047478 40.513353367130044, -74.19609198551113 40.513315275326285, -74.19610124670422 40.51327144055782, -74.1961096234275 40.513231791167485, -74.19612674103804 40.5131507474334, -74.19664900998191 40.5132271580794, -74.19671995685202 40.51325997432739, -74.19660691569987 40.51348566282515, -74.19659563870546 40.51359904280364, -74.19604893918202 40.513519057112205)))",SI,6666,1,509 Seguine Avenue,5066660001,Abraham Manee House,LP-01398,"Tax Map Block 6666, Lot 1.",also known as the Manee-Seguine Homestead,09/11/1984 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1398.pdf
50,"MULTIPOLYGON (((-74.2201328661496 40.54166715882472, -74.22011863711215 40.541629083786916, -74.22010434612827 40.541590832362196, -74.22008854867319 40.541548553952296, -74.22007275005771 40.541506275542304, -74.22005695263965 40.541463996227264, -74.22004115524454 40.54142171781041, -74.22002535668904 40.541379439393516, -74.22000955815352 40.54133716097431, -74.21999375963799 40.54129488255277, -74.21997796350622 40.5412526050249, -74.21996216384431 40.54121032479994, -74.21993751819714 40.541144364975416, -74.21984256673791 40.540889052990785, -74.22064034574457 40.540817142738284, -74.22068133671756 40.540934845164465, -74.2207007138511 40.54099048768219, -74.22072054862942 40.54104744318975, -74.22074585220602 40.5411201033264, -74.22083639875405 40.54138010309216, -74.22090938350289 40.541589673581825, -74.22016587241312 40.541755487043616, -74.2201328661496 40.54166715882472)))",SI,7092,22,Crabtree Avenue,5070920022,Rossville A.M.E. Zion Church Cemetery,LP-01399,"Borough of Staten Island Tax Map Block 7092, Lot 22.",,04/09/1985 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1399.pdf
51,"MULTIPOLYGON (((-74.07719689193364 40.627116161062766, -74.07722754700892 40.62728425137269, -74.07731610878672 40.62729845248694, -74.0774071885792 40.62731305797224, -74.07749329274726 40.6273268661768, -74.07729186047735 40.62754146693615, -74.07662306615376 40.62717900680212, -74.07719689193364 40.627116161062766)))",SI,521,28,81 Water Street,5005210028,Staten Island Savings Bank Building,LP-02201,"Staten Island Borough Tax Map Block 521, Lot 28.",,09/19/2006 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2201.pdf
52,"MULTIPOLYGON (((-74.24809269514881 40.51089883184748, -74.24840755491537 40.51075104067751, -74.24844852303006 40.51079342742311, -74.2481336643343 40.51094121870243, -74.24809269514881 40.51089883184748)))",SI,8026,5,173 Main Street,5080260005,George Cunningham Store,LP-02229,"Borough of Staten Island, Tax Map Block 8026, Lot 5",,07/15/2008 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2229.pdf
53,"MULTIPOLYGON (((-74.15771454817298 40.53221926264247, -74.15742194128703 40.53182102072041, -74.15777288781383 40.53167426421903, -74.15805177155904 40.53155764032004, -74.15837276001608 40.53161419515854, -74.15848048282841 40.53163317284374, -74.15852413919723 40.53164086522629, -74.15868952916894 40.531730192556914, -74.15877985551883 40.531778979007406, -74.15855749297273 40.532018576725896, -74.15832873168392 40.532265065575544, -74.15816235834876 40.532444329986646, -74.15783380548909 40.53225687054327, -74.15778125350529 40.53223428276551, -74.15776302938377 40.532228824488385, -74.1577478697163 40.53222508921248, -74.15773023330988 40.53222160858496, -74.15771454817298 40.53221926264247)))",SI,5378,30,4515 Hylan Boulevard,5053780030,Frederick Law Olmsted House,LP-00384,"Borough of Richmond Tax Map Block 5378, Lot 30.",also known as the Poillon House,02/28/1967 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0384.pdf
54,"MULTIPOLYGON (((-74.25204073763324 40.50292259164059, -74.2542848731918 40.50236824434899, -74.25451217407816 40.50231209378795, -74.25467269945354 40.50262627684903, -74.25469863142237 40.50267746955068, -74.25475725158718 40.50279094531493, -74.25481364169384 40.50290613161079, -74.25481665198079 40.50291190995275, -74.25464929503434 40.50295160053706, -74.25243712556822 40.50347620841035, -74.25204073763324 40.50292259164059)))",SI,7857,90,7455 Hylan Boulevard,5078570090,Conference House,LP-00393,"Borough of Richmond Tax Map Block 7960, Lot 16","also known as Bentley Manor, the Christopher Billopp House",02/28/1967 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0393.pdf
55,"MULTIPOLYGON (((-74.21685561639988 40.539192122076386, -74.2168724022985 40.53898946394063, -74.2171991323099 40.53897061870948, -74.21756585733057 40.538949464355696, -74.21756448343217 40.53923772838593, -74.21730336858153 40.539265449485846, -74.21694133672474 40.53930388700533, -74.21684551502639 40.539314068398085, -74.21685561639988 40.539192122076386)))",SI,7020,4,565 and 569 Bloomingdale Road,5070200004,565 and 569 Bloomingdale Road Cottages,LP-02415,"Borough of Staten Island Tax Map Block 7020, Lot 4",,02/01/2011 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2415.pdf
56,"MULTIPOLYGON (((-74.14343088989362 40.570994387859564, -74.1433460059535 40.570614297167225, -74.14381334712164 40.57055785971429, -74.1439580085382 40.57123642292689, -74.14349736519685 40.5712920529256, -74.14343088989362 40.570994387859564)))",SI,4438,61,45 Saint Patrick's Place,5044380061,Saint Patrick's Church,LP-00400,"Borough of Richmond Tax Map Block 4438, Lot 61.",,02/20/1968 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0400.pdf
57,"MULTIPOLYGON (((-74.24937867712833 40.511532668251895, -74.24999152495622 40.51122017753389, -74.25003195676673 40.51126047024477, -74.25011669910485 40.51134491946157, -74.25016602160723 40.511394072902334, -74.24955236151168 40.51171201183364, -74.24937867712833 40.511532668251895)))",SI,8028,63,134 Main Street,5080280063,Theodore H. and Elizabeth DeHart House,LP-02181,"Borough of Richmond, Tax Map Block 8028, Lot 63",,05/16/2006 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2181.pdf
58,"MULTIPOLYGON (((-74.19269663483895 40.53147018841119, -74.19302454911947 40.5319016856535, -74.19204095088634 40.53225015621984, -74.1918633638729 40.53191975878782, -74.19269663483895 40.53147018841119)))",SI,6815,59,5475 Amboy Road,5068150059,Memorial Church of the Huguenots,LP-01772,"Borough of Staten Island Tax Map Block 6815, Lot 59.",now the Reformed Church of Huguenot Park,11/20/1990 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1772.pdf
59,"MULTIPOLYGON (((-74.23915581232808 40.534905256617975, -74.23916770652507 40.534850267944265, -74.23876819018912 40.534799766544886, -74.23878150858397 40.53472211219154, -74.23946463877854 40.53480846413028, -74.23950275739449 40.5348126774489, -74.23948908124893 40.53487985855957, -74.23947437044191 40.53494552893456, -74.23943604055965 40.53494067937171, -74.23915581232808 40.534905256617975)))",SI,7590,138,85-87 Kreischer Street,5075900138,Kreischerville Workers' Houses,LP-01873,"Borough of Staten Island Tax Map Block 7590, Lot 138 and the portions of the sidewalk and tree lawn immediately adjacent to these buildings, extending to the roadbed of Kreischer Street.",,07/26/1994 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1873.pdf
61,"MULTIPOLYGON (((-74.24392733913683 40.50950073133172, -74.24401783167535 40.509482413941534, -74.24399426507166 40.50941347244046, -74.2442467287844 40.50936236781497, -74.2443735164212 40.50973327405443, -74.24404018148203 40.5098308446269, -74.24392733913683 40.50950073133172)))",SI,7899,9,7430 Amboy Road,5078990009,"New York Public Library, Tottenville Branch",LP-01867,"Borough of Staten Island Tax Map Block 7899, Lot 9.",,05/16/1995 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1867.pdf
62,"MULTIPOLYGON (((-74.21459104548032 40.54102092215908, -74.2146055261155 40.54088878198403, -74.2148807916276 40.54090683519352, -74.21486167989205 40.54125640525912, -74.2145887573733 40.541263758769524, -74.21458328620574 40.54109172549875, -74.21459104548032 40.54102092215908)))",SI,7020,123,1482 Woodrow Road,5070200123,Reverend Isaac Coleman and Rebecca Gray Coleman House,LP-02414,"Borough of Staten Island Tax Map Block 7020, Lot 123",,02/01/2011 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2414.pdf
63,"MULTIPOLYGON (((-74.21770050076849 40.53926033682708, -74.21880631808371 40.53918605374778, -74.21886182795492 40.539601045419175, -74.21869424005634 40.53961300229222, -74.21847930153396 40.53962833686446, -74.21771222505019 40.53968306024963, -74.21770429681864 40.53951469150334, -74.21770050076849 40.53926033682708)))",SI,7267,101,584 Bloomindale Road,5072670101,Rossville A.M.E. Zion Church,LP-02416,"Borough of Staten Island Tax Map Block 7267, Lot 101",,02/01/2011 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2416.pdf
64,"MULTIPOLYGON (((-74.20512648427831 40.52298031540798, -74.20589227528217 40.52288827627237, -74.20589812225461 40.52293107251395, -74.20593163236398 40.52317635749939, -74.20517408981145 40.523267405071195, -74.20512648427831 40.52298031540798)))",SI,6751,310,90 Bayview Avenue,5067510310,John H. and Elizabeth J. Elsworth House,LP-02249,"Borough of Staten Island, Tax Map Block 6751 Lot 310",,01/13/2009 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2249.pdf
65,"MULTIPOLYGON (((-74.24529756975234 40.50901704435972, -74.2454711616165 40.508982820372914, -74.24547934175997 40.50900700469266, -74.24556880452923 40.50898936818144, -74.24569244057753 40.50935487923668, -74.24543768639609 40.509431286105034, -74.24529756975234 40.50901704435972)))",SI,7900,5,7484 Amboy Road,5079000005,James L. and Lucinda Bedell House,LP-02180,"Borough of Staten Island, Tax Map Block 7900, Lot 5",,04/12/2005 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2180.pdf
66,"MULTIPOLYGON (((-74.23726225397678 40.53264646570904, -74.23707688625875 40.532161373332116, -74.23830230362361 40.53222375375448, -74.23829868022253 40.53231908157621, -74.23840832775709 40.532429841670655, -74.23839206830847 40.53285298899022, -74.23763651905436 40.53309438475363, -74.23748259862661 40.532725146082576, -74.23726225397678 40.53264646570904)))",SI,7465,115,4500 Arthur Kill Road,5074650115,Charles Kreischer House,LP-00391,"Borough of Richmond Tax Map Block 7465, Lot 115.",,02/20/1968 12:00:00 AM +0000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0391.pdf
